id,title,year,type,rated,runtime_min,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,rt_score,metacritic_score,mcu_phase,universe,decade,age_years,is_animated,is_tv_series,is_mcu_canon,tmdb_genres,tmdb_rating,tmdb_votes,popularity,top5_cast,directors,producers,composer,tmdb_keywords,production_countries,spoken_languages,episode_count,season_count,status,tagline,revenue_log,budget_log,box_office_log,document,cast_count,top_actor,IMDb,Metacritic,Rotten Tomatoes,TMDB
45,X-Men: First Class,2011,movie,PG-13,131.0,"Action, Sci-Fi",Matthew Vaughn,"Ashley E. Miller, Zack Stentz, Jane Goldman","James McAvoy, Michael Fassbender, Jennifer Lawrence","In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.","English, German, French, Spanish, Russian","United States, United Kingdom",22 wins & 40 nominations total,7.7,13.545173192635447,86.0,65.0,Non-MCU,Fox / X-Men,2010s,14,0,0,0,"Action, Science Fiction, Adventure",7.3,9.515100775962715,0.5083,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Rose Byrne, Kevin Bacon",Matthew Vaughn,"Simon Kinberg, Lauren Shuler Donner, Bryan Singer",Henry Jackman,"central intelligence agency (cia), nuclear war, superhero, mutant, mine, based on comic, sequel, prequel, superhuman, historical fiction",United States of America,"German, English, Spanish, French, Russian",0.0,0.0,Released,Witness the moment that will change our world.,19.683745113210374,18.8906843794481,18.801909892854795,"Title: X-Men: First Class
Year: 2011
Universe: Fox / X-Men
MCU Phase: Non-MCU
Type: movie
Rated: PG-13
Runtime: 131 minutes
Genre: Action, Sci-Fi
Director: Matthew Vaughn
Writer: Ashley E. Miller, Zack Stentz, Jane Goldman
Cast: James McAvoy, Michael Fassbender, Jennifer Lawrence
Top 5 Cast: James McAvoy, Michael Fassbender, Jennifer Lawrence, Rose Byrne, Kevin Bacon
Plot: In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.
Tagline: Witness the moment that will change our world.
Keywords: central intelligence agency (cia), nuclear war, superhero, mutant, mine, based on comic, sequel, prequel, superhuman, historical fiction
IMDb Rating: 7.7
Rotten Tomatoes: 86%
Metacritic: 65/100
TMDB Rating: 7.3
Box Office: 146408305
Budget: 160000000
Revenue: 353624124
Awards: 22 wins & 40 nominations total
Collection: X-Men Collection
Country: United States, United Kingdom
Language: English, German, French, Spanish, Russian",15.0,James McAvoy,7.7,6.5,8.6,7.3
46,Captain America: The First Avenger,2011,movie,PG-13,124.0,"Action, Adventure, Sci-Fi",Joe Johnston,"Christopher Markus, Stephen McFeely, Joe Simon","Chris Evans, Hugo Weaving, Samuel L. Jackson","Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organiza...","English, Norwegian, French",United States,4 wins & 50 nominations total,6.9,13.781169599418705,80.0,66.0,Phase 1,MCU,2010s,14,0,0,1,"Action, Adventure, Science Fiction",7.008,10.033155240658164,8.1702,"Chris Evans, Hayley Atwell, Sebastian Stan, Tommy Lee Jones, Hugo Weaving",Joe Johnston,Kevin Feige,Alan Silvestri,"new york city, nazi, superhero, world war ii, heroism, based on comic, super soldier, brooklyn, new york city, aftercreditsstinger, marvel cinematic universe (mcu)",United States of America,"French, Norwegian, English",0.0,0.0,Released,The one who never gives up awakens.,19.730552311554884,18.757152987716434,18.9897064395109,"Title: Captain America: The First Avenger
Year: 2011
Universe: MCU
MCU Phase: Phase 1
Type: movie
Rated: PG-13
Runtime: 124 minutes
Genre: Action, Adventure, Sci-Fi
Director: Joe Johnston
Writer: Christopher Markus, Stephen McFeely, Joe Simon
Cast: Chris Evans, Hugo Weaving, Samuel L. Jackson
Top 5 Cast: Chris Evans, Hayley Atwell, Sebastian Stan, Tommy Lee Jones, Hugo Weaving
Plot: Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organiza...
Tagline: The one who never gives up awakens.
Keywords: new york city, nazi, superhero, world war ii, heroism, based on comic, super soldier, brooklyn, new york city, aftercreditsstinger, marvel cinematic universe (mcu)
IMDb Rating: 6.9
Rotten Tomatoes: 80%
Metacritic: 66/100
TMDB Rating: 7.008
Box Office: 176654505
Budget: 140000000
Revenue: 370569774
Awards: 4 wins & 50 nominations total
Collection: Captain America Collection
Country: United States
Language: English, Norwegian, French",15.0,Chris Evans,6.9,6.6000000000000005,8.0,7.008
47,Marvel Anime: Wolverine (TV Series),2011,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,MCU,2010s,14,1,0,1,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Marvel Anime: Wolverine (TV Series)
Year: 2011
Universe: MCU
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
48,Marvel Anime: X-Men (TV Series),2011,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,MCU,2010s,14,1,0,1,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Marvel Anime: X-Men (TV Series)
Year: 2011
Universe: MCU
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
49,Marvel Anime: Blade (TV Series),2011,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,MCU,2010s,14,1,0,1,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Marvel Anime: Blade (TV Series)
Year: 2011
Universe: MCU
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
50,Ghost Rider: Spirit of Vengeance,2012,movie,Unknown,90.0,Documentary,Unknown,Unknown,"Ashok Amritraj, Ari Arad, Avi Arad, Nicolas Cage",Unknown,English,USA,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,MCU,2010s,13,0,0,1,"Action, Fantasy, Thriller",5.0,8.315566483564277,7.2083,"Nicolas Cage, Fergus Riordan, Violante Placido, Ciarán Hinds, Johnny Whitworth","Brian Taylor, Mark Neveldine","Ari Arad, Steven Paul, Ashok Amritraj",David Sardy,"dying and death, skeleton, angel, monk, superhero, anti hero, eastern europe, cult, pact with the devil, biker","United Arab Emirates, United States of America",English,0.0,0.0,Released,He rides again.,18.702575585138973,17.858561843342684,19.193787894917058,"Title: Ghost Rider: Spirit of Vengeance
Year: 2012
Universe: MCU
MCU Phase: Non-MCU
Type: movie
Rated: N/A
Runtime: 90 minutes
Genre: Documentary
Director: N/A
Writer: N/A
Cast: Ashok Amritraj, Ari Arad, Avi Arad, Nicolas Cage
Top 5 Cast: Nicolas Cage, Fergus Riordan, Violante Placido, Ciarán Hinds, Johnny Whitworth
Plot: N/A
Tagline: He rides again.
Keywords: dying and death, skeleton, angel, monk, superhero, anti hero, eastern europe, cult, pact with the devil, biker
IMDb Rating: N/A
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 5.0
Box Office: N/A
Budget: 57000000
Revenue: 132563930
Awards: N/A
Collection: Ghost Rider Collection
Country: USA
Language: English",15.0,Nicolas Cage,6.564705882352942,6.004166666666666,6.603846153846154,5.0
51,The Avengers,2012,movie,PG-13,143.0,"Action, Sci-Fi",Joss Whedon,"Joss Whedon, Zak Penn","Robert Downey Jr., Chris Evans, Scarlett Johansson",Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,"English, Russian",United States,Nominated for 1 Oscar. 40 wins & 81 nominations total,8.0,14.25718479768086,91.0,69.0,Phase 1,MCU,2010s,13,0,0,1,"Science Fiction, Action, Adventure",8.044,10.555630430292005,46.7047,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson",Joss Whedon,Kevin Feige,Alan Silvestri,"new york city, superhero, shield, based on comic, alien invasion, superhero team, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",United States of America,"English, Hindi, Russian",0.0,0.0,Released,Some assembly required.,21.14119660222971,19.20913810886209,20.25063140777924,"Title: The Avengers
Year: 2012
Universe: MCU
MCU Phase: Phase 1
Type: movie
Rated: PG-13
Runtime: 143 minutes
Genre: Action, Sci-Fi
Director: Joss Whedon
Writer: Joss Whedon, Zak Penn
Cast: Robert Downey Jr., Chris Evans, Scarlett Johansson
Top 5 Cast: Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson
Plot: Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.
Tagline: Some assembly required.
Keywords: new york city, superhero, shield, based on comic, alien invasion, superhero team, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)
IMDb Rating: 8.0
Rotten Tomatoes: 91%
Metacritic: 69/100
TMDB Rating: 8.044
Box Office: 623357910
Budget: 220000000
Revenue: 1518815515
Awards: Nominated for 1 Oscar. 40 wins & 81 nominations total
Collection: The Avengers Collection
Country: United States
Language: English, Russian",15.0,Robert Downey Jr.,8.0,6.8999999999999995,9.1,8.044
52,The Amazing Spider-Man,2012,movie,PG-13,136.0,"Action, Sci-Fi",Marc Webb,"James Vanderbilt, Alvin Sargent, Steve Kloves","Andrew Garfield, Emma Stone, Rhys Ifans","After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.",English,United States,2 wins & 33 nominations total,6.9,13.545660545063777,71.0,66.0,Non-MCU,Sony / Spider-Man,2010s,13,0,0,0,"Action, Adventure, Science Fiction",6.739,9.828494573494698,16.2125,"Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary, Martin Sheen",Marc Webb,"Laura Ziskin, Avi Arad, Matt Tolmach",James Horner,"new york city, experiment, loss of loved one, superhero, based on comic, vigilante, teenage girl, teenage boy, super power, spider bite",United States of America,English,0.0,0.0,Released,The untold story begins.,20.44715112915783,19.186148590743098,19.386836692396177,"Title: The Amazing Spider-Man
Year: 2012
Universe: Sony / Spider-Man
MCU Phase: Non-MCU
Type: movie
Rated: PG-13
Runtime: 136 minutes
Genre: Action, Sci-Fi
Director: Marc Webb
Writer: James Vanderbilt, Alvin Sargent, Steve Kloves
Cast: Andrew Garfield, Emma Stone, Rhys Ifans
Top 5 Cast: Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary, Martin Sheen
Plot: After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.
Tagline: The untold story begins.
Keywords: new york city, experiment, loss of loved one, superhero, based on comic, vigilante, teenage girl, teenage boy, super power, spider bite
IMDb Rating: 6.9
Rotten Tomatoes: 71%
Metacritic: 66/100
TMDB Rating: 6.739
Box Office: 262782352
Budget: 215000000
Revenue: 758725893
Awards: 2 wins & 33 nominations total
Collection: The Amazing Spider-Man Collection
Country: United States
Language: English",15.0,Andrew Garfield,6.9,6.6000000000000005,7.1,6.739
53,Iron Man 3,2013,movie,PG-13,130.0,"Action, Adventure, Sci-Fi",Shane Black,"Drew Pearce, Shane Black, Stan Lee","Robert Downey Jr., Guy Pearce, Gwyneth Paltrow","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",English,United States,Nominated for 1 Oscar. 20 wins & 63 nominations total,7.1,13.77962220632179,79.0,62.0,Phase 2,MCU,2010s,12,0,0,1,"Action, Adventure, Science Fiction",6.933,10.063222610657286,18.0554,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce, Rebecca Hall",Shane Black,Kevin Feige,Brian Tyler,"california, war on terror, superhero, malibu, based on comic, sequel, tennessee, billionaire, aftercreditsstinger, marvel cinematic universe (mcu)",United States of America,English,0.0,0.0,Released,Unleash the power behind the armor.,20.918484867597147,19.11382792951231,19.82925993102558,"Title: Iron Man 3
Year: 2013
Universe: MCU
MCU Phase: Phase 2
Type: movie
Rated: PG-13
Runtime: 130 minutes
Genre: Action, Adventure, Sci-Fi
Director: Shane Black
Writer: Drew Pearce, Shane Black, Stan Lee
Cast: Robert Downey Jr., Guy Pearce, Gwyneth Paltrow
Top 5 Cast: Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce, Rebecca Hall
Plot: When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.
Tagline: Unleash the power behind the armor.
Keywords: california, war on terror, superhero, malibu, based on comic, sequel, tennessee, billionaire, aftercreditsstinger, marvel cinematic universe (mcu)
IMDb Rating: 7.1
Rotten Tomatoes: 79%
Metacritic: 62/100
TMDB Rating: 6.933
Box Office: 409013994
Budget: 200000000
Revenue: 1215577205
Awards: Nominated for 1 Oscar. 20 wins & 63 nominations total
Collection: Iron Man Collection
Country: United States
Language: English",15.0,Robert Downey Jr.,7.1,6.2,7.9,6.933
54,The Wolverine,2013,movie,PG-13,126.0,"Action, Sci-Fi",James Mangold,"Mark Bomback, Scott Frank","Hugh Jackman, Will Yun Lee, Tao Okamoto","Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.","English, Japanese","United States, United Kingdom, Japan",2 wins & 11 nominations total,6.7,13.167787884097459,71.0,61.0,Non-MCU,Fox / X-Men,2010s,12,0,0,0,"Action, Science Fiction, Adventure",6.435,9.24116051431607,1.3767,"Hugh Jackman, Hiroyuki Sanada, Tao Okamoto, Rila Fukushima, Famke Janssen",James Mangold,"Hugh Jackman, Hutch Parker, Lauren Shuler Donner",Marco Beltrami,"japan, samurai, superhero, mutant, world war ii, based on comic, sequel, superhuman, spin off, duringcreditsstinger",United States of America,"English, Japanese",0.0,0.0,Released,"When he's most vulnerable, he's most dangerous.",19.844850379875297,18.603002309079653,18.70252219060766,"Title: The Wolverine
Year: 2013
Universe: Fox / X-Men
MCU Phase: Non-MCU
Type: movie
Rated: PG-13
Runtime: 126 minutes
Genre: Action, Sci-Fi
Director: James Mangold
Writer: Mark Bomback, Scott Frank
Cast: Hugh Jackman, Will Yun Lee, Tao Okamoto
Top 5 Cast: Hugh Jackman, Hiroyuki Sanada, Tao Okamoto, Rila Fukushima, Famke Janssen
Plot: Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.
Tagline: When he's most vulnerable, he's most dangerous.
Keywords: japan, samurai, superhero, mutant, world war ii, based on comic, sequel, superhuman, spin off, duringcreditsstinger
IMDb Rating: 6.7
Rotten Tomatoes: 71%
Metacritic: 61/100
TMDB Rating: 6.435
Box Office: 132556852
Budget: 120000000
Revenue: 415440673
Awards: 2 wins & 11 nominations total
Collection: The Wolverine Collection
Country: United States, United Kingdom, Japan
Language: English, Japanese",15.0,Hugh Jackman,6.7,6.1,7.1,6.435
55,Agents of S.H.I.E.L.D. (Season 1),2013,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,MCU,2010s,12,0,0,1,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Agents of S.H.I.E.L.D. (Season 1)
Year: 2013
Universe: MCU
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
56,Thor: The Dark World,2013,movie,PG-13,112.0,"Action, Adventure, Fantasy",Alan Taylor,"Christopher Yost, Christopher Markus, Stephen McFeely","Chris Hemsworth, Natalie Portman, Tom Hiddleston","When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.",English,"United States, Iceland",4 wins & 21 nominations total,6.7,13.56211525187236,67.0,54.0,Phase 2,MCU,2010s,12,0,0,1,"Action, Adventure, Fantasy",6.511,9.818038590703646,11.4496,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Christopher Eccleston, Anthony Hopkins",Alan Taylor,"Kevin Feige, Kenneth Branagh",Brian Tyler,"superhero, based on comic, sequel, hostile takeover, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), mythological place",United States of America,English,0.0,0.0,Released,Delve into the darkness.,20.284424602723067,18.951309000896888,19.14514314935959,"Title: Thor: The Dark World
Year: 2013
Universe: MCU
MCU Phase: Phase 2
Type: movie
Rated: PG-13
Runtime: 112 minutes
Genre: Action, Adventure, Fantasy
Director: Alan Taylor
Writer: Christopher Yost, Christopher Markus, Stephen McFeely
Cast: Chris Hemsworth, Natalie Portman, Tom Hiddleston
Top 5 Cast: Chris Hemsworth, Natalie Portman, Tom Hiddleston, Christopher Eccleston, Anthony Hopkins
Plot: When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.
Tagline: Delve into the darkness.
Keywords: superhero, based on comic, sequel, hostile takeover, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), mythological place
IMDb Rating: 6.7
Rotten Tomatoes: 67%
Metacritic: 54/100
TMDB Rating: 6.511
Box Office: 206362140
Budget: 170000000
Revenue: 644783140
Awards: 4 wins & 21 nominations total
Collection: Thor Collection
Country: United States, Iceland
Language: English",15.0,Chris Hemsworth,6.7,5.4,6.7,6.511
